Date,Ticker,Open,High,Low,Close,Volume
2025-10-30 13:30:00+00:00,AAPL,271.989990234375,274.1400146484375,268.989990234375,269.0899963378906,8387840
2025-10-30 13:30:00+00:00,AMZN,226.87249755859375,228.0,223.9499969482422,226.67999267578125,11757958
2025-10-30 13:30:00+00:00,GOOG,291.8699951171875,291.8999938964844,280.45001220703125,289.6650085449219,14223409
2025-10-30 13:30:00+00:00,META,668.75,672.0,650.1699829101562,661.510009765625,23436265
2025-10-30 13:30:00+00:00,NFLX,1094.5,1106.1300048828125,1089.3599853515625,1100.06005859375,532362
2025-10-30 14:30:00+00:00,AAPL,269.0899963378906,271.1700134277344,268.4800109863281,270.7900085449219,3886744
2025-10-30 14:30:00+00:00,AMZN,226.6699981689453,228.42999267578125,226.51010131835938,227.9600067138672,5014252
2025-10-30 14:30:00+00:00,GOOG,289.6199951171875,290.67138671875,287.7099914550781,289.0,3980811
2025-10-30 14:30:00+00:00,META,661.510009765625,665.469970703125,652.47998046875,662.9299926757812,9078508
2025-10-30 14:30:00+00:00,NFLX,1100.1500244140625,1100.989990234375,1090.9749755859375,1092.712158203125,255374
2025-10-30 15:30:00+00:00,AAPL,270.7799987792969,272.3900146484375,270.2630920410156,272.010009765625,3869786
2025-10-30 15:30:00+00:00,AMZN,227.9499969482422,227.97999572753906,225.85000610351562,226.1199951171875,4608564
2025-10-30 15:30:00+00:00,GOOG,289.04998779296875,290.5899963378906,286.3500061035156,286.69000244140625,3003521
2025-10-30 15:30:00+00:00,META,662.9400024414062,679.8499755859375,661.530029296875,677.9500122070312,7065601
2025-10-30 15:30:00+00:00,NFLX,1092.469970703125,1096.0,1089.8199462890625,1095.4344482421875,238272
2025-10-30 16:30:00+00:00,AAPL,272.0,272.06781005859375,271.0400085449219,271.95001220703125,2409548
2025-10-30 16:30:00+00:00,AMZN,226.13499450683594,226.36000061035156,224.52000427246094,225.4199981689453,4925889
2025-10-30 16:30:00+00:00,GOOG,286.67999267578125,286.82000732421875,284.5899963378906,286.0625,2185997
2025-10-30 16:30:00+00:00,META,677.9600219726562,680.9598999023438,673.1201171875,678.2000122070312,4492938
2025-10-30 16:30:00+00:00,NFLX,1095.0450439453125,1097.989990234375,1092.8050537109375,1097.2049560546875,191580
2025-10-30 17:30:00+00:00,AAPL,271.95001220703125,272.29998779296875,271.2799987792969,271.75,3435055
2025-10-30 17:30:00+00:00,AMZN,225.39999389648438,225.93910217285156,224.80499267578125,225.08999633789062,4833980
2025-10-30 17:30:00+00:00,GOOG,286.07000732421875,286.07000732421875,283.29998779296875,284.1299133300781,2060557
2025-10-30 17:30:00+00:00,META,678.1400146484375,678.5819702148438,666.0399780273438,668.9500122070312,3530575
